episode,total_reward,hit_rate_pct,prefetch_accuracy_pct,total_prefetches,useful_prefetches,avg_measured_latency_ms,avg_baseline_latency_ms,total_measured_latency_ms,tier_L1,tier_L2,tier_L3,tier_MISS
963,-324.0638813631528,0.0,0.0,202,0,14.04,12.7,702.22,0,0,0,50
964,-308.59353237606473,0.0,0.0,202,0,14.0,12.7,699.86,0,0,0,50
965,-300.24443454618273,0.0,0.0,195,0,13.99,12.7,699.64,0,0,0,50
966,-338.9311520675608,0.0,0.0,212,0,14.04,12.7,702.24,0,0,0,50
967,-314.7080263777048,0.0,0.0,213,0,13.97,12.7,698.53,0,0,0,50
968,-299.96971787556095,0.0,0.0,198,0,13.98,12.7,698.9,0,0,0,50
969,-323.86521656249977,0.0,0.0,201,0,14.06,12.7,702.76,0,0,0,50
970,-307.7945377153962,0.0,0.0,202,0,13.99,12.7,699.38,0,0,0,50
971,-314.7520620694634,0.0,0.0,204,0,14.05,12.7,702.74,0,0,0,50
972,-315.97226012572276,0.0,0.0,210,0,13.98,12.7,698.97,0,0,0,50
973,-295.5070478035698,0.0,0.0,189,0,14.0,12.7,699.96,0,0,0,50
974,-356.3989488658143,0.0,0.0,232,0,14.05,12.7,702.27,0,0,0,50
975,-297.57260484086316,0.0,0.0,196,0,13.99,12.7,699.33,0,0,0,50
976,-311.73812981632113,0.0,0.0,199,0,14.02,12.7,700.89,0,0,0,50
977,-305.62271771182606,0.0,0.0,191,0,14.06,12.7,703.2,0,0,0,50
978,-319.774044658278,0.0,0.0,213,0,13.98,12.7,699.23,0,0,0,50
979,-316.7546871039881,0.0,0.0,208,0,14.0,12.7,699.95,0,0,0,50
980,-320.68308078481704,0.0,0.0,202,0,14.06,12.7,702.89,0,0,0,50
981,-308.63108646272855,0.0,0.0,195,0,14.04,12.7,702.14,0,0,0,50
982,-304.1675721216718,0.0,0.0,199,0,14.0,12.7,700.16,0,0,0,50
983,-361.53746241698707,0.0,0.0,196,0,14.18,12.7,708.8,0,0,0,50
984,-330.6844306617615,0.0,0.0,220,0,14.0,12.7,700.08,0,0,0,50
985,-332.0453921222637,0.0,0.0,214,0,14.02,12.7,701.23,0,0,0,50
986,-286.75397504506725,0.0,0.0,183,0,14.0,12.7,700.17,0,0,0,50
987,-270.30015029162905,0.0,0.0,172,0,13.98,12.7,699.02,0,0,0,50
988,-286.85726941894626,0.0,0.0,184,0,13.99,12.7,699.65,0,0,0,50
989,-329.6644208419904,0.0,0.0,179,0,14.16,12.7,707.88,0,0,0,50
990,-303.6595097047483,0.0,0.0,196,0,14.01,12.7,700.58,0,0,0,50
991,-304.0581404409448,0.0,0.0,191,0,14.06,12.7,703.03,0,0,0,50
992,-347.9447687043422,0.0,0.0,210,0,14.07,12.7,703.52,0,0,0,50
993,-284.4819526100698,0.0,0.0,181,0,14.03,12.7,701.38,0,0,0,50
994,-323.1760992872572,0.0,0.0,214,0,13.99,12.7,699.56,0,0,0,50
995,-328.40125691260204,0.0,0.0,188,0,14.1,12.7,705.15,0,0,0,50
996,-293.334796905116,0.0,0.0,193,0,13.98,12.7,698.96,0,0,0,50
997,-294.58938908012937,0.0,0.0,193,0,13.99,12.7,699.28,0,0,0,50
998,-300.61250925878056,0.0,0.0,197,0,13.99,12.7,699.58,0,0,0,50
999,-309.80349272706434,0.0,0.0,202,0,14.01,12.7,700.33,0,0,0,50
1000,-263.1491736349012,0.0,0.0,167,0,13.98,12.7,698.99,0,0,0,50
1001,-303.3837835278762,0.0,0.0,181,0,14.08,12.7,704.12,0,0,0,50
1002,-278.1013359904627,0.0,0.0,175,0,14.02,12.7,701.18,0,0,0,50
1003,-297.9628814340744,0.0,0.0,193,0,13.99,12.7,699.55,0,0,0,50
1004,-268.2486646055869,0.0,0.0,169,0,13.99,12.7,699.47,0,0,0,50
1005,-287.3662087700577,0.0,0.0,185,0,13.99,12.7,699.38,0,0,0,50
1006,-335.30062352939734,0.0,0.0,188,0,14.1,12.7,704.91,0,0,0,50
1007,-295.7515336742352,0.0,0.0,191,0,14.01,12.7,700.26,0,0,0,50
1008,-290.38645396926586,0.0,0.0,185,0,13.99,12.7,699.42,0,0,0,50
1009,-288.97271051317546,0.0,0.0,183,0,14.0,12.7,700.0,0,0,0,50
1010,-302.11657474170664,0.0,0.0,188,0,14.05,12.7,702.56,0,0,0,50
1011,-315.68659306689466,0.0,0.0,200,0,14.06,12.7,702.85,0,0,0,50
1012,-326.39220461465277,0.0,0.0,174,0,14.11,12.7,705.72,0,0,0,50
1013,-361.63558822002926,0.0,0.0,187,0,14.3,12.7,714.82,0,0,0,50
1014,-398.85844754884425,0.0,0.0,195,0,14.39,12.7,719.32,0,0,0,50
1015,-368.9863758790241,0.0,0.0,181,0,14.36,12.7,717.8,0,0,0,50
1016,-364.99059123118474,0.0,0.0,182,0,14.34,12.7,716.91,0,0,0,50
1017,-414.5452553565541,0.0,0.0,214,0,14.34,12.7,717.23,0,0,0,50
1018,-359.64617087804106,0.0,0.0,183,0,14.31,12.7,715.35,0,0,0,50
1019,-384.08257367058417,0.0,0.0,188,0,14.39,12.7,719.53,0,0,0,50
1020,-371.17639340020344,0.0,0.0,192,0,14.31,12.7,715.38,0,0,0,50
1021,-429.50420276001137,0.0,0.0,199,0,14.47,12.7,723.62,0,0,0,50
1022,-361.6458570667306,0.0,0.0,187,0,14.3,12.7,715.06,0,0,0,50
1023,-350.31899864830973,0.0,0.0,178,0,14.31,12.7,715.41,0,0,0,50
1024,-321.97064986801956,0.0,0.0,171,0,14.15,12.7,707.59,0,0,0,50
